date,event,split,bin_count,raw_mass,max_candle_age,mean_spread,market,candidate,raw,uniform,gain
2025-08-09,KXHIGHNY-25AUG09,train,6,1.015,120,0.03833333333333334,0.17732372378202177,0.19247926013067782,0.17832083333333335,0.13888888888888892,-0.015155536348656046
2025-08-10,KXHIGHNY-25AUG10,train,6,1.04,60,0.04000000000000001,0.13194958086785008,0.1423677446589677,0.13285,0.13888888888888892,-0.010418163791117624
2025-08-11,KXHIGHNY-25AUG11,train,6,1.015,900,0.03833333333333332,0.07074506378056573,0.059143540410181106,0.07007083333333335,0.13888888888888892,0.011601523370384628
2025-08-12,KXHIGHNY-25AUG12,train,6,1.035,1380,0.04499999999999999,0.08870685430231744,0.08285150159288494,0.08776249999999998,0.13888888888888892,0.005855352709432493
2025-08-13,KXHIGHNY-25AUG13,train,6,1.05,60,0.020000000000000004,0.07801965230536663,0.06710958413128452,0.07601666666666666,0.13888888888888892,0.010910068174082105
2025-08-14,KXHIGHNY-25AUG14,train,6,1.05,780,0.02666666666666666,0.10256991685563115,0.09989790433061979,0.10175000000000001,0.13888888888888892,0.0026720125250113552
2025-08-15,KXHIGHNY-25AUG15,train,6,1.05,300,0.033333333333333326,0.16701436130007563,0.17931996422462512,0.16946666666666668,0.13888888888888892,-0.012305602924549491
2025-08-16,KXHIGHNY-25AUG16,train,6,1.04,1080,0.03333333333333333,0.10176282051282053,0.09898845044448784,0.10113333333333334,0.13888888888888892,0.002774370068332685
2025-08-17,KXHIGHNY-25AUG17,train,6,1.03,60,0.03666666666666667,0.08451943318565996,0.07552327837368472,0.08346666666666668,0.13888888888888892,0.008996154811975243
2025-08-18,KXHIGHNY-25AUG18,train,6,0.96,60,0.16000000000000003,0.12400535300925929,0.12608498080929928,0.12408333333333332,0.13888888888888892,-0.002079627800039993
2025-08-19,KXHIGHNY-25AUG19,train,6,1.055,1020,0.035,0.11516662548759758,0.11782574522186058,0.11512083333333334,0.13888888888888892,-0.002659119734262999
2025-08-20,KXHIGHNY-25AUG20,train,6,1.045,120,0.03500000000000001,0.16834932045206533,0.1809161851070384,0.17060416666666664,0.13888888888888892,-0.012566864654973087
2025-08-21,KXHIGHNY-25AUG21,train,6,1.03,360,0.04666666666666667,0.09180884154962765,0.08435610741231565,0.09090000000000002,0.13888888888888892,0.007452734137311998
2025-08-22,KXHIGHNY-25AUG22,train,6,1.145,420,0.155,0.07899035741754226,0.06644971782515131,0.07322916666666666,0.13888888888888892,0.012540639592390948
2025-08-23,KXHIGHNY-25AUG23,train,6,1.265,240,0.13166666666666663,0.09887672046118513,0.09531966451329371,0.09617083333333336,0.13888888888888892,0.0035570559478914215
2025-08-24,KXHIGHNY-25AUG24,train,6,1.055,540,0.045000000000000005,0.10903468775035002,0.10768101251788666,0.10838750000000001,0.13888888888888892,0.0013536752324633666
2025-08-25,KXHIGHNY-25AUG25,train,6,1.0250000000000001,60,0.045000000000000005,0.12928812214951416,0.13559602353197417,0.12952083333333336,0.13888888888888892,-0.006307901382460013
2025-08-26,KXHIGHNY-25AUG26,train,6,1.035,180,0.04833333333333333,0.06882307638451306,0.05642671361550028,0.06722083333333334,0.13888888888888892,0.012396362769012778
2025-08-27,KXHIGHNY-25AUG27,train,6,1.045,240,0.03833333333333333,0.12745434704638936,0.1350557745914719,0.12804583333333333,0.13888888888888892,-0.007601427545082529
2025-08-28,KXHIGHNY-25AUG28,train,6,1.015,60,0.03833333333333333,0.06958026968218917,0.05751280340197981,0.06889583333333334,0.13888888888888892,0.012067466280209355
2025-08-29,KXHIGHNY-25AUG29,train,6,1.04,900,0.04666666666666666,0.09455128205128205,0.08958606387427559,0.0936,0.13888888888888892,0.0049652181770064585
2025-08-30,KXHIGHNY-25AUG30,train,6,1.045,180,0.03833333333333334,0.07824912433323412,0.06747968445841646,0.07648749999999999,0.13888888888888892,0.010769439874817668
2025-08-31,KXHIGHNY-25AUG31,train,6,1.07,60,0.036666666666666674,0.07534136896963345,0.06373758151335006,0.07249166666666666,0.13888888888888892,0.01160378745628339
2025-09-01,KXHIGHNY-25SEP01,train,6,1.07,120,0.04,0.06806999155675897,0.05577093544370983,0.06498333333333334,0.13888888888888892,0.012299056113049135
2025-09-02,KXHIGHNY-25SEP02,train,6,1.03,300,0.049999999999999996,0.10817859050491722,0.10937352993688838,0.10791666666666667,0.13888888888888892,-0.0011949394319711593
2025-09-03,KXHIGHNY-25SEP03,train,6,1.06,600,0.04,0.07641361101222259,0.06701169688694253,0.07425833333333333,0.13888888888888892,0.009401914125280061
2025-09-04,KXHIGHNY-25SEP04,train,6,1.055,720,0.031666666666666676,0.14004627029940928,0.15113853363810456,0.1417125,0.13888888888888892,-0.011092263338695285
2025-09-05,KXHIGHNY-25SEP05,train,6,1.05,300,0.033333333333333326,0.10164021164021164,0.0985905595130258,0.10089166666666666,0.13888888888888892,0.003049652127185845
2025-09-06,KXHIGHNY-25SEP06,train,6,1.025,1740,0.03833333333333333,0.1048106285940908,0.10474661727579525,0.10451250000000001,0.13888888888888892,6.40113182955454e-05
2025-09-07,KXHIGHNY-25SEP07,train,6,1.03,60,0.04,0.15585823357526632,0.16799763477646726,0.15700000000000003,0.13888888888888892,-0.012139401201200939
2025-09-08,KXHIGHNY-25SEP08,train,6,1.06,60,0.04666666666666666,0.09282662869348522,0.08675041224834427,0.09129999999999999,0.13888888888888892,0.006076216445140947
2025-09-09,KXHIGHNY-25SEP09,train,6,1.135,420,0.15833333333333333,0.132811944083267,0.14106941060890596,0.13520416666666665,0.13888888888888892,-0.008257466525638968
2025-09-10,KXHIGHNY-25SEP10,train,6,1.03,180,0.049999999999999996,0.19564363590662018,0.20808297609674634,0.19795833333333335,0.13888888888888892,-0.012439340190126158
2025-09-11,KXHIGHNY-25SEP11,train,6,1.07,720,0.04,0.09957201502314615,0.09792479109086565,0.09860000000000001,0.13888888888888892,0.001647223932280506
2025-09-12,KXHIGHNY-25SEP12,train,6,1.045,360,0.045000000000000005,0.09064200300664667,0.08364177898134557,0.08934583333333333,0.13888888888888892,0.007000224025301094
2025-09-13,KXHIGHNY-25SEP13,train,6,1.065,1020,0.041666666666666664,0.08685078651355181,0.08081943799674049,0.08512916666666666,0.13888888888888892,0.006031348516811322
2025-09-14,KXHIGHNY-25SEP14,train,6,1.05,300,0.04999999999999999,0.07285714285714286,0.06186943190676211,0.07082500000000001,0.13888888888888892,0.010987710950380744
2025-09-15,KXHIGHNY-25SEP15,train,6,1.04,180,0.026666666666666672,0.07448841222879685,0.06259747277828852,0.07276666666666665,0.13888888888888892,0.011890939450508328
2025-09-16,KXHIGHNY-25SEP16,train,6,1.075,840,0.041666666666666664,0.11098611862267893,0.11335119628835848,0.11082083333333333,0.13888888888888892,-0.0023650776656795464
2025-09-17,KXHIGHNY-25SEP17,train,6,1.0,840,0.03666666666666668,0.10688333333333332,0.10619192825995961,0.10688333333333332,0.13888888888888892,0.000691405073373702
2025-09-18,KXHIGHNY-25SEP18,train,6,1.07,720,0.03333333333333333,0.18078725944041693,0.19365469630800658,0.18528333333333333,0.13888888888888892,-0.012867436867589649
2025-09-19,KXHIGHNY-25SEP19,train,6,1.02,180,0.04666666666666666,0.12844418813276945,0.13559291734546772,0.12866666666666668,0.13888888888888892,-0.007148729212698268
2025-09-20,KXHIGHNY-25SEP20,train,6,1.025,240,0.04166666666666666,0.07121158040848705,0.05934813397225792,0.07008750000000001,0.13888888888888892,0.011863446436229129
2025-09-21,KXHIGHNY-25SEP21,train,6,1.045,60,0.045000000000000005,0.08973390413833625,0.08431058063051512,0.08857916666666665,0.13888888888888892,0.005423323507821126
2025-09-22,KXHIGHNY-25SEP22,train,6,1.045,60,0.045000000000000005,0.13011759498790473,0.1373112833080782,0.13072916666666667,0.13888888888888892,-0.007193688320173475
2025-09-23,KXHIGHNY-25SEP23,train,6,1.0150000000000001,180,0.04833333333333333,0.15362339941922074,0.16470372788467083,0.1541291666666667,0.13888888888888892,-0.011080328465450096
2025-09-24,KXHIGHNY-25SEP24,train,6,1.0,840,0.043333333333333335,0.10908333333333335,0.10828036667607864,0.10908333333333335,0.13888888888888892,0.0008029666572547112
2025-09-25,KXHIGHNY-25SEP25,train,6,1.085,60,0.04166666666666668,0.1588906113954427,0.1709922007031831,0.16289583333333332,0.13888888888888892,-0.012101589307740412
2025-09-26,KXHIGHNY-25SEP26,train,6,1.0350000000000001,60,0.04166666666666666,0.11780905038624007,0.12075643306673518,0.11777083333333332,0.13888888888888892,-0.002947382680495117
2025-09-27,KXHIGHNY-25SEP27,train,6,1.035,120,0.041666666666666664,0.09649388939454051,0.09201035590418534,0.09569583333333333,0.13888888888888892,0.004483533490355171
2025-09-28,KXHIGHNY-25SEP28,train,6,1.215,600,0.18166666666666667,0.13933061242922543,0.14770344235785868,0.14494583333333333,0.13888888888888892,-0.008372829928633252
2025-09-29,KXHIGHNY-25SEP29,train,6,1.15,360,0.20666666666666667,0.12906112161310648,0.13486541062708746,0.13093333333333332,0.13888888888888892,-0.005804289013980973
2025-09-30,KXHIGHNY-25SEP30,train,6,1.125,60,0.18500000000000003,0.06883950617283952,0.05402341959221174,0.06285416666666667,0.13888888888888892,0.014816086580627774
2025-10-01,KXHIGHNY-25OCT01,train,6,1.1400000000000001,60,0.16666666666666666,0.15173899661434284,0.16358181240063543,0.1568333333333333,0.13888888888888892,-0.011842815786292593
2025-10-02,KXHIGHNY-25OCT02,train,6,1.3,120,0.11666666666666665,0.11055719921104534,0.10962701169399981,0.11034166666666667,0.13888888888888892,0.0009301875170455304
2025-10-03,KXHIGHNY-25OCT03,train,6,1.175,120,0.16166666666666665,0.1372144258337106,0.14571085496033212,0.1408791666666667,0.13888888888888892,-0.008496429126621519
2025-10-04,KXHIGHNY-25OCT04,train,6,1.0450000000000002,120,0.044999999999999984,0.08404111627481058,0.07494161681187728,0.0825125,0.13888888888888892,0.0090994994629333
2025-10-05,KXHIGHNY-25OCT05,train,6,1.05,60,0.02666666666666667,0.12347694633408918,0.1292605252706718,0.12396666666666666,0.13888888888888892,-0.0057835789365826284
2025-10-06,KXHIGHNY-25OCT06,train,6,1.045,120,0.031666666666666676,0.07499065192341443,0.06463231506818247,0.07322916666666665,0.13888888888888892,0.010358336855231964
2025-10-07,KXHIGHNY-25OCT07,train,6,1.08,120,0.023333333333333334,0.1023376771833562,0.09859251436008727,0.10110000000000002,0.13888888888888892,0.0037451628232689216
2025-10-08,KXHIGHNY-25OCT08,train,6,1.0250000000000001,60,0.021666666666666664,0.08364069006543724,0.07565971073735482,0.0828125,0.13888888888888892,0.007980979328082421
2025-10-09,KXHIGHNY-25OCT09,train,6,1.19,60,0.08000000000000002,0.12998140432643648,0.13703671264437886,0.13435,0.13888888888888892,-0.007055308317942377
2025-10-10,KXHIGHNY-25OCT10,train,6,1.02,60,0.026666666666666672,0.07662117134435474,0.06623475498884623,0.07581666666666664,0.13888888888888892,0.010386416355508507
2025-10-11,KXHIGHNY-25OCT11,train,6,1.26,60,0.11666666666666665,0.1393140589569161,0.1470915272716402,0.14664166666666664,0.13888888888888892,-0.0077774683147241175
2025-10-12,KXHIGHNY-25OCT12,train,6,1.05,60,0.01666666666666666,0.10962207105064249,0.11206683716791521,0.10952500000000003,0.13888888888888892,-0.0024447661172727203
2025-10-13,KXHIGHNY-25OCT13,train,6,1.05,60,0.039999999999999994,0.0999697656840514,0.09796869825711955,0.09921666666666669,0.13888888888888892,0.0020010674269318462
2025-10-14,KXHIGHNY-25OCT14,train,6,1.2650000000000001,120,0.08166666666666668,0.12944533841595193,0.135865098135709,0.13492916666666668,0.13888888888888892,-0.006419759719757057
2025-10-15,KXHIGHNY-25OCT15,train,6,1.2650000000000001,60,0.1183333333333333,0.16582043150182005,0.18154051929685536,0.18209583333333335,0.13888888888888892,-0.01572008779503531
2025-10-16,KXHIGHNY-25OCT16,train,6,1.0150000000000001,60,0.035,0.1115452126153672,0.11308797646746306,0.11145416666666669,0.13888888888888892,-0.0015427638520958548
2025-10-17,KXHIGHNY-25OCT17,train,6,1.035,120,0.044999999999999984,0.15922580845916282,0.17255650979634277,0.16085416666666666,0.13888888888888892,-0.013330701337179951
2025-10-18,KXHIGHNY-25OCT18,train,6,1.065,120,0.03166666666666666,0.0803926322672603,0.07192488616015792,0.07823749999999999,0.13888888888888892,0.00846774610710238
2025-10-19,KXHIGHNY-25OCT19,train,6,1.065,60,0.035,0.09044354809084026,0.0852743408668919,0.08887916666666668,0.13888888888888892,0.005169207223948369
2025-10-20,KXHIGHNY-25OCT20,train,6,0.99,120,0.030000000000000002,0.13833622419481006,0.14786621106617764,0.13815000000000002,0.13888888888888892,-0.00952998687136758
2025-10-21,KXHIGHNY-25OCT21,train,6,1.03,240,0.03666666666666667,0.10689037609576772,0.10687748408656773,0.10660000000000001,0.13888888888888892,1.2892009199988452e-05
2025-10-22,KXHIGHNY-25OCT22,train,6,1.075,60,0.028333333333333332,0.16615107265188392,0.17984804487785247,0.17019583333333332,0.13888888888888892,-0.013696972225968551
2025-10-23,KXHIGHNY-25OCT23,train,6,1.02,420,0.05000000000000001,0.07910419069588619,0.06994610298713871,0.07836666666666665,0.13888888888888892,0.009158087708747473
2025-10-24,KXHIGHNY-25OCT24,train,6,1.05,540,0.03999999999999999,0.06803476946334092,0.05698096414846493,0.06592500000000001,0.13888888888888892,0.011053805314875986
2025-10-25,KXHIGHNY-25OCT25,train,6,1.05,1320,0.03666666666666666,0.0739758125472411,0.06406834165418009,0.07205833333333335,0.13888888888888892,0.009907470893061016
2025-10-27,KXHIGHNY-25OCT27,train,6,1.04,60,0.04333333333333334,0.11464497041420119,0.11702210275585707,0.1146,0.13888888888888892,-0.002377132341655888
2025-10-28,KXHIGHNY-25OCT28,train,6,1.615,900,0.22166666666666668,0.1251649429529022,0.12492917143042327,0.1352958333333333,0.13888888888888892,0.00023577152247893085
2025-10-29,KXHIGHNY-25OCT29,train,6,1.0350000000000001,60,0.03499999999999998,0.1214030665826507,0.12546547346412615,0.12156250000000002,0.13888888888888892,-0.004062406881475453
2025-10-30,KXHIGHNY-25OCT30,train,6,1.0,120,0.03,0.08591666666666666,0.0795400930292972,0.08591666666666666,0.13888888888888892,0.006376573637369459
2025-11-01,KXHIGHNY-25NOV01,validation,6,1.0150000000000001,120,0.024999999999999998,0.08106643370784697,0.0728362079567534,0.08055416666666666,0.13888888888888892,0.00823022575109357
2025-11-02,KXHIGHNY-25NOV02,validation,6,1.045,120,0.028333333333333332,0.08314827957235411,0.07500687519516404,0.08168749999999998,0.13888888888888892,0.008141404377190076
2025-11-05,KXHIGHNY-25NOV05,validation,6,1.03,60,0.033333333333333326,0.17627328997392153,0.19055371995940404,0.17810833333333334,0.13888888888888892,-0.014280429985482512
2025-11-06,KXHIGHNY-25NOV06,validation,6,1.14,60,0.06666666666666667,0.16512131938032218,0.1735975997782053,0.17072500000000002,0.13888888888888892,-0.008476280397883118
2025-11-07,KXHIGHNY-25NOV07,validation,6,1.055,120,0.024999999999999994,0.16910371884429073,0.18237889708936406,0.17212916666666664,0.13888888888888892,-0.013275178245073321
2025-11-08,KXHIGHNY-25NOV08,validation,6,1.0250000000000001,120,0.041666666666666664,0.08120563156851082,0.07161595176700601,0.08029583333333333,0.13888888888888892,0.00958967980150481
2025-11-09,KXHIGHNY-25NOV09,validation,6,1.06,120,0.03666666666666667,0.14990506704639847,0.16027627582621143,0.15203333333333338,0.13888888888888892,-0.010371208779812957
2025-11-10,KXHIGHNY-25NOV10,validation,6,0.96,60,0.016666666666666666,0.06314199942129627,0.04933189689803452,0.06532499999999998,0.13888888888888892,0.013810102523261744
2025-11-11,KXHIGHNY-25NOV11,validation,6,1.08,60,0.026666666666666672,0.10510973936899864,0.10485522601557035,0.10446666666666667,0.13888888888888892,0.0002545133534282984
2025-11-12,KXHIGHNY-25NOV12,validation,6,1.04,60,0.04,0.08218534270216962,0.07323556928018558,0.080825,0.13888888888888892,0.00894977342198404
2025-11-13,KXHIGHNY-25NOV13,validation,6,1.055,120,0.03833333333333334,0.08866227922403659,0.08281491218470285,0.08727083333333334,0.13888888888888892,0.005847367039333737
2025-11-14,KXHIGHNY-25NOV14,validation,6,1.075,60,0.015000000000000005,0.14983234180638186,0.16029898971890907,0.15258750000000001,0.13888888888888892,-0.010466647912527216
2025-11-15,KXHIGHNY-25NOV15,validation,6,0.99,60,0.03,0.18056830935618814,0.19297062212440694,0.17997499999999997,0.13888888888888892,-0.012402312768218793
2025-11-16,KXHIGHNY-25NOV16,validation,6,0.98,60,0.14666666666666664,0.11262668332639177,0.11106248791303569,0.11293333333333334,0.13888888888888892,0.001564195413356076
2025-11-17,KXHIGHNY-25NOV17,validation,6,1.07,60,0.023333333333333327,0.10880135091856641,0.11023867331222902,0.10846666666666666,0.13888888888888892,-0.0014373223936626073
2025-11-18,KXHIGHNY-25NOV18,validation,6,1.03,120,0.03666666666666666,0.12340936940333676,0.1280025707122485,0.123575,0.13888888888888892,-0.004593201308911735
2025-11-19,KXHIGHNY-25NOV19,validation,6,1.04,60,0.029999999999999995,0.08444280078895465,0.07620594511315529,0.08313333333333334,0.13888888888888892,0.008236855675799362
2025-11-20,KXHIGHNY-25NOV20,validation,6,1.01,120,0.026666666666666672,0.0898196255269091,0.0832998373440457,0.08952499999999998,0.13888888888888892,0.0065197881828634036
2025-11-21,KXHIGHNY-25NOV21,validation,6,1.08,60,0.046666666666666655,0.09020633287608597,0.08467237852714543,0.08841666666666669,0.13888888888888892,0.005533954348940537
2025-11-22,KXHIGHNY-25NOV22,validation,6,1.065,120,0.03499999999999999,0.07531574423064206,0.06694055676745611,0.07312916666666666,0.13888888888888892,0.008375187463185954
2025-11-23,KXHIGHNY-25NOV23,validation,6,1.105,120,0.03833333333333334,0.07404980787999153,0.06398612634675878,0.07037916666666667,0.13888888888888892,0.010063681533232754
2025-11-24,KXHIGHNY-25NOV24,validation,6,1.05,120,0.019999999999999993,0.07564625850340136,0.06693161544423694,0.07389999999999998,0.13888888888888892,0.008714643059164418
2025-11-25,KXHIGHNY-25NOV25,validation,6,0.925,120,0.04833333333333334,0.14231312393474554,0.15330949802258437,0.14057916666666667,0.13888888888888892,-0.010996374087838823
2025-11-26,KXHIGHNY-25NOV26,validation,6,1.04,120,0.03333333333333335,0.19110576923076925,0.2043575421750706,0.19409999999999997,0.13888888888888892,-0.013251772944301354
2025-11-27,KXHIGHNY-25NOV27,validation,6,1.065,60,0.028333333333333325,0.11352832697803933,0.1117162708023904,0.11278749999999998,0.13888888888888892,0.0018120561756489323
2025-11-28,KXHIGHNY-25NOV28,validation,6,1.135,60,0.045000000000000005,0.0869542717046065,0.07992321919415321,0.08355416666666665,0.13888888888888892,0.007031052510453287
2025-11-29,KXHIGHNY-25NOV29,validation,6,1.045,60,0.034999999999999996,0.11223796768999489,0.11565916330885183,0.11217916666666668,0.13888888888888892,-0.00342119561885694
2025-11-30,KXHIGHNY-25NOV30,validation,6,1.095,60,0.03833333333333334,0.0916439051173523,0.08571157989475096,0.08937916666666666,0.13888888888888892,0.005932325222601342
2025-12-01,KXHIGHNY-25DEC01,validation,6,1.03,60,0.03666666666666668,0.07680585666258208,0.06714274892257317,0.07568333333333334,0.13888888888888892,0.009663107740008905
2025-12-02,KXHIGHNY-25DEC02,validation,6,1.1400000000000001,480,0.06999999999999999,0.13298963783728326,0.1414110315545686,0.13643333333333335,0.13888888888888892,-0.008421393717285341
2025-12-03,KXHIGHNY-25DEC03,validation,6,1.0,60,0.036666666666666674,0.07494999999999999,0.06295924885310021,0.07494999999999999,0.13888888888888892,0.011990751146899778
2025-12-04,KXHIGHNY-25DEC04,validation,6,1.0050000000000001,60,0.018333333333333326,0.08497314422910324,0.07637062546128198,0.08480416666666668,0.13888888888888892,0.008602518767821254
2025-12-05,KXHIGHNY-25DEC05,validation,6,1.04,60,0.013333333333333336,0.08791759122287968,0.07965543441902732,0.08662500000000001,0.13888888888888892,0.008262156803852352
2025-12-06,KXHIGHNY-25DEC06,validation,6,1.065,120,0.03833333333333333,0.07651333142307154,0.06832021771197232,0.07437916666666666,0.13888888888888892,0.008193113711099223
2025-12-07,KXHIGHNY-25DEC07,validation,6,1.11,60,0.02333333333333334,0.18093769445120797,0.1955990098271283,0.18864999999999998,0.13888888888888892,-0.01466131537592033
2025-12-08,KXHIGHNY-25DEC08,validation,6,0.925,60,0.06833333333333334,0.1355247139030923,0.1377393684105773,0.13552083333333334,0.13888888888888892,-0.002214654507485009
2025-12-09,KXHIGHNY-25DEC09,validation,6,1.05,600,0.01666666666666667,0.09815570672713529,0.09503106617986208,0.09721666666666667,0.13888888888888892,0.003124640547273211
2025-12-10,KXHIGHNY-25DEC10,validation,6,1.07,120,0.02333333333333333,0.19078085422307622,0.20449108133038066,0.19614166666666666,0.13888888888888892,-0.013710227107304435
2025-12-11,KXHIGHNY-25DEC11,validation,6,1.03,60,0.01,0.10229522103874067,0.10324180895056752,0.10202500000000002,0.13888888888888892,-0.0009465879118268489
2025-12-12,KXHIGHNY-25DEC12,validation,6,1.04,60,0.02,0.09966715976331364,0.09636840748445365,0.09893333333333333,0.13888888888888892,0.0032987522788599927
2025-12-13,KXHIGHNY-25DEC13,validation,6,1.03,60,0.02666666666666666,0.07115813617368899,0.0610209301413269,0.06994166666666668,0.13888888888888892,0.010137206032362088
